reviewText,overall,product,sentiment,reviewTime,cleaned_text,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,afinn_score,label
"Incredible product, works flawlessly and looks great too The build quality is excellent.",4,mouse,positive,2023-07-05,incredible product works flawlessly and looks great too the build quality is excellent,incredible product work flawlessly look great build quality excellent,0.8709,0.497,0.0,0.503,10.0,2
"Poor quality and bad customer service, would not recommend The delivery is terrible.",2,headphones,negative,2022-06-03,poor quality and bad customer service would not recommend the delivery is terrible,poor quality bad customer service would not recommend delivery terrible,-0.8959,0.0,0.568,0.432,-4.0,0
Super fast shipping and the product works exactly as advertised The performance is excellent.,4,tablet,positive,2023-10-07,super fast shipping and the product works exactly as advertised the performance is excellent,super fast shipping product work exactly advertised performance excellent,0.8225,0.388,0.0,0.612,6.0,2
"Acceptable quality, arrived on time and packaging was adequate The performance is average.",3,speaker,neutral,2023-05-26,acceptable quality arrived on time and packaging was adequate the performance is average,acceptable quality arrived time packaging adequate performance average,0.4939,0.276,0.0,0.724,4.0,1
"Excellent build quality, fast delivery and works as described The design is excellent.",5,smartphone,positive,2021-05-09,excellent build quality fast delivery and works as described the design is excellent,excellent build quality fast delivery work described design excellent,0.8126,0.402,0.0,0.598,8.0,2
"Its okay, has some good points and some bad points overall The delivery is average.",3,speaker,neutral,2020-06-02,its okay has some good points and some bad points overall the delivery is average,okay good point bad point overall delivery average,0.0772,0.236,0.172,0.591,0.0,1
"Disappointing purchase, arrived damaged and customer support unhelpful The battery life is terrible.",2,laptop,negative,2023-02-24,disappointing purchase arrived damaged and customer support unhelpful the battery life is terrible,disappointing purchase arrived damaged customer support unhelpful battery life terrible,-0.7579,0.129,0.44,0.431,-6.0,0
"Excellent build quality, fast delivery and works as described The battery life is excellent.",5,charger,positive,2022-03-16,excellent build quality fast delivery and works as described the battery life is excellent,excellent build quality fast delivery work described battery life excellent,0.8126,0.381,0.0,0.619,8.0,2
"Horrible product, nothing like the description or photos shown The customer service is terrible.",2,camera,negative,2023-05-24,horrible product nothing like the description or photos shown the customer service is terrible,horrible product nothing like description photo shown customer service terrible,-0.8276,0.0,0.442,0.558,-4.0,0
"Broke after one week, very frustrating and disappointing experience The design is terrible.",2,mouse,negative,2023-11-10,broke after one week very frustrating and disappointing experience the design is terrible,broke one week frustrating disappointing experience design terrible,-0.911,0.0,0.582,0.418,-8.0,0
"Its okay, has some good points and some bad points overall The build quality is average.",3,speaker,neutral,2021-11-21,its okay has some good points and some bad points overall the build quality is average,okay good point bad point overall build quality average,0.0772,0.225,0.164,0.61,2.0,1
"Perfect product, exactly what I needed and arrived quickly The customer service is excellent.",4,charger,positive,2023-07-12,perfect product exactly what i needed and arrived quickly the customer service is excellent,perfect product exactly needed arrived quickly customer service excellent,0.8126,0.381,0.0,0.619,6.0,2
"Broke after one week, very frustrating and disappointing experience The delivery is terrible.",1,keyboard,negative,2021-10-25,broke after one week very frustrating and disappointing experience the delivery is terrible,broke one week frustrating disappointing experience delivery terrible,-0.911,0.0,0.582,0.418,-8.0,0
"Incredible product, works flawlessly and looks great too The price is excellent.",5,charger,positive,2021-01-27,incredible product works flawlessly and looks great too the price is excellent,incredible product work flawlessly look great price excellent,0.8709,0.523,0.0,0.477,8.0,2
"Very bad quality, returned it immediately after opening the box The performance is terrible.",2,charger,negative,2023-05-09,very bad quality returned it immediately after opening the box the performance is terrible,bad quality returned immediately opening box performance terrible,-0.7841,0.0,0.365,0.635,-4.0,0
"Poor quality and bad customer service, would not recommend The build quality is terrible.",2,tablet,negative,2023-11-08,poor quality and bad customer service would not recommend the build quality is terrible,poor quality bad customer service would not recommend build quality terrible,-0.8959,0.0,0.541,0.459,-2.0,0
"Acceptable quality, arrived on time and packaging was adequate The customer service is average.",3,tablet,neutral,2022-08-05,acceptable quality arrived on time and packaging was adequate the customer service is average,acceptable quality arrived time packaging adequate customer service average,0.4939,0.259,0.0,0.741,4.0,1
"Its okay, has some good points and some bad points overall The build quality is average.",3,laptop,neutral,2021-08-19,its okay has some good points and some bad points overall the build quality is average,okay good point bad point overall build quality average,0.0772,0.225,0.164,0.61,2.0,1
"Its fine, does what it says but there are better options available The price is average.",3,monitor,neutral,2023-07-21,its fine does what it says but there are better options available the price is average,fine say better option available price average,0.6428,0.273,0.0,0.727,4.0,1
